Magnitude,Depth_km,Duration_sec,Building_Age,Building_Material,Floors,Soil_Type,Damage_Index,Damage_Category
5.04,6.45,94.62,38,Brick,45,Hard Soil,0.538,Moderate to Heavy
4.19,40.09,32.15,93,Brick,42,Hard Soil,0.44,Moderate
4.29,77.53,99.43,3,Wood,4,Hard Soil,0.391,Moderate
7.62,204.73,38.7,57,Brick,14,Hard Soil,0.53,Moderate to Heavy
5.71,200.75,45.06,83,Steel,7,Rock,0.458,Moderate to Heavy
8.43,267.88,10.01,56,Brick,25,Rock,0.544,Moderate to Heavy
5.91,223.15,93.3,47,Wood,32,Soft Soil,0.712,Very Heavy
6.61,124.7,32.81,61,Concrete,46,Hard Soil,0.538,Moderate to Heavy
5.99,138.83,71.43,49,Wood,11,Hard Soil,0.49,Moderate to Heavy
4.3,102.41,73.5,4,Wood,9,Hard Soil,0.36,Moderate
7.19,217.15,38.93,85,Brick,3,Hard Soil,0.515,Moderate to Heavy
5.87,25.27,107.43,87,Brick,26,Soft Soil,0.762,Very Heavy
7.28,215.53,55.19,41,Wood,42,Hard Soil,0.581,Heavy
8.4,13.34,30.45,33,Concrete,29,Rock,0.562,Heavy
4.46,166.76,108.79,77,Wood,45,Rock,0.571,Heavy
5.34,102.69,44.17,82,Steel,30,Soft Soil,0.633,Heavy
4.94,211.35,43.5,15,Steel,11,Hard Soil,0.357,Moderate
5.55,267.28,6.39,82,Steel,30,Hard Soil,0.43,Moderate
4.66,28.76,86.27,19,Brick,1,Soft Soil,0.548,Moderate to Heavy
5.67,123.67,19.68,4,Concrete,35,Rock,0.39,Moderate
8.19,46.68,51.36,60,Wood,35,Hard Soil,0.625,Heavy
5.89,297.63,106.91,87,Wood,31,Hard Soil,0.622,Heavy
8.1,231.38,109.43,90,Steel,39,Soft Soil,0.905,Destructive
6.37,299.24,55.22,37,Wood,16,Rock,0.48,Moderate to Heavy
8.27,123.64,33.11,86,Concrete,38,Rock,0.631,Heavy
7.37,150.13,71.01,16,Wood,3,Rock,0.509,Moderate to Heavy
6.49,6.48,119.97,15,Wood,26,Hard Soil,0.591,Heavy
4.45,147.94,74.34,96,Wood,43,Hard Soil,0.528,Moderate to Heavy
5.53,285.04,12.1,21,Concrete,20,Hard Soil,0.358,Moderate
4.93,17.85,40.52,90,Steel,3,Rock,0.41,Moderate
7.16,26.54,90.46,36,Brick,44,Hard Soil,0.633,Heavy
4.78,157.55,51.95,95,Wood,24,Hard Soil,0.469,Moderate to Heavy
4.09,16.95,115.44,40,Steel,29,Rock,0.495,Moderate to Heavy
7.77,63.93,10.72,76,Concrete,47,Soft Soil,0.726,Very Heavy
8.21,18.77,100.53,78,Steel,49,Hard Soil,0.754,Very Heavy
6.33,43.2,113.01,64,Concrete,25,Hard Soil,0.619,Heavy
4.02,72.47,112.99,12,Steel,20,Rock,0.441,Moderate
6,166.78,119.16,66,Concrete,32,Rock,0.629,Heavy
4.02,156.36,91.95,17,Steel,15,Rock,0.401,Moderate
4.76,163.68,13.45,1,Concrete,11,Hard Soil,0.283,Light
4,89.85,18.79,3,Concrete,24,Hard Soil,0.282,Light
7.63,189.21,89.6,96,Wood,35,Rock,0.697,Very Heavy
8.12,98.43,48.1,73,Wood,40,Hard Soil,0.639,Heavy
8.06,188.96,71.99,9,Wood,19,Soft Soil,0.72,Very Heavy
7.87,121.3,64,93,Wood,17,Rock,0.627,Heavy
5.37,237.43,93.85,9,Concrete,23,Rock,0.48,Moderate to Heavy
5.44,195.93,55.08,15,Concrete,48,Hard Soil,0.475,Moderate to Heavy
8.27,19.6,33.69,60,Concrete,12,Soft Soil,0.704,Very Heavy
6.11,188.94,113.43,43,Concrete,40,Rock,0.618,Heavy
6.03,249.26,88.67,34,Wood,17,Hard Soil,0.517,Moderate to Heavy
6.21,186.18,25.33,25,Concrete,8,Hard Soil,0.394,Moderate
7.67,14.35,62.98,98,Wood,35,Rock,0.656,Heavy
6.01,106.76,20.56,51,Steel,3,Hard Soil,0.392,Moderate
4.66,90.31,16.53,63,Steel,9,Soft Soil,0.492,Moderate to Heavy
4.15,240.33,32.73,6,Wood,34,Rock,0.336,Moderate
4.18,177.89,32.46,23,Concrete,2,Hard Soil,0.29,Light
7.18,158.59,63.3,52,Concrete,27,Hard Soil,0.571,Heavy
5.35,258.51,40.87,16,Brick,18,Hard Soil,0.388,Moderate
8.16,94.92,118.17,96,Wood,14,Soft Soil,0.879,Severe
4.65,251.43,32.51,16,Steel,48,Soft Soil,0.549,Moderate to Heavy
6.6,143.41,116.13,67,Concrete,8,Soft Soil,0.757,Very Heavy
5.05,23.84,88.53,68,Wood,13,Hard Soil,0.494,Moderate to Heavy
5.15,110.01,16.86,70,Brick,11,Hard Soil,0.378,Moderate
4.78,267.71,16.29,27,Brick,33,Hard Soil,0.359,Moderate
5.94,220.7,12.87,31,Concrete,45,Hard Soil,0.439,Moderate
4.94,153.65,112.33,76,Steel,49,Hard Soil,0.608,Heavy
5.41,130.19,54.99,33,Concrete,30,Hard Soil,0.455,Moderate to Heavy
4.3,274.42,37.69,46,Steel,6,Rock,0.336,Moderate
6.77,6.33,59.3,10,Wood,37,Hard Soil,0.521,Moderate to Heavy
8.25,273.88,46.41,50,Wood,30,Soft Soil,0.75,Very Heavy
5.35,128.89,32.53,3,Brick,15,Soft Soil,0.505,Moderate to Heavy
5.47,13.83,28.43,70,Concrete,45,Rock,0.481,Moderate to Heavy
4.23,251.99,61.09,48,Brick,48,Hard Soil,0.457,Moderate to Heavy
8.3,67.04,77.96,83,Concrete,23,Hard Soil,0.674,Very Heavy
6.1,192.25,71.88,72,Brick,32,Soft Soil,0.711,Very Heavy
4.75,76.13,66.13,42,Concrete,37,Rock,0.464,Moderate to Heavy
4.73,220.66,31.01,74,Concrete,45,Rock,0.452,Moderate to Heavy
5.02,35.12,70.51,64,Brick,2,Rock,0.437,Moderate
5.28,287.26,17.31,57,Steel,21,Hard Soil,0.392,Moderate
7.27,156.8,39,43,Wood,12,Soft Soil,0.645,Heavy
4.16,106.77,107.55,40,Steel,9,Hard Soil,0.445,Moderate to Heavy
6.9,207.7,112.14,1,Steel,12,Hard Soil,0.557,Heavy
4.31,60.39,13.74,26,Steel,30,Soft Soil,0.474,Moderate to Heavy
7.18,232.51,66.26,18,Concrete,28,Soft Soil,0.693,Very Heavy
5.97,262.4,88.65,34,Steel,21,Rock,0.522,Moderate to Heavy
7.2,46.3,58.2,75,Brick,3,Soft Soil,0.688,Very Heavy
8.26,56.4,82.35,74,Concrete,38,Soft Soil,0.85,Severe
4.48,279.75,53.64,68,Steel,19,Hard Soil,0.419,Moderate
6.14,91.44,65.43,74,Wood,29,Rock,0.548,Moderate to Heavy
7.54,130.56,109.16,14,Brick,43,Soft Soil,0.809,Severe
4.9,227.07,47.97,15,Steel,5,Hard Soil,0.35,Moderate
5.85,143.9,16.51,38,Wood,17,Hard Soil,0.392,Moderate
7.82,67.47,94.14,79,Wood,17,Hard Soil,0.661,Heavy
8.1,217.38,10.88,24,Steel,27,Rock,0.501,Moderate to Heavy
6.08,194.79,108.6,99,Concrete,20,Soft Soil,0.774,Very Heavy
7.92,166.25,92.26,31,Steel,49,Hard Soil,0.679,Very Heavy
4.37,208.87,67.39,53,Wood,6,Soft Soil,0.546,Moderate to Heavy
6.51,64.86,59.67,20,Brick,9,Soft Soil,0.613,Heavy
5.29,220.46,116.12,71,Concrete,13,Rock,0.555,Moderate to Heavy
5.9,265.12,5.04,26,Steel,6,Hard Soil,0.341,Moderate
6.3,75.21,84.84,80,Wood,4,Rock,0.544,Moderate to Heavy
4.3,182.66,19.38,73,Wood,15,Rock,0.35,Moderate
7.73,162.29,114.08,96,Concrete,18,Rock,0.709,Very Heavy
7.17,172.47,24.01,66,Concrete,22,Hard Soil,0.509,Moderate to Heavy
8.47,23.11,13.44,47,Steel,12,Hard Soil,0.517,Moderate to Heavy
7.56,42.15,50.62,8,Steel,23,Rock,0.516,Moderate to Heavy
7.45,199.58,21.46,9,Wood,17,Rock,0.451,Moderate to Heavy
6.09,97.48,54.73,46,Brick,35,Soft Soil,0.662,Heavy
6.95,143.68,32.08,38,Steel,43,Soft Soil,0.675,Very Heavy
7.32,54.34,93.91,87,Brick,36,Rock,0.682,Very Heavy
8.22,199.52,14.3,69,Brick,30,Soft Soil,0.714,Very Heavy
4.61,166.84,71.65,29,Brick,22,Rock,0.423,Moderate
6.79,292.82,47.49,76,Concrete,34,Rock,0.563,Heavy
8.09,151.51,109.51,85,Concrete,12,Soft Soil,0.846,Severe
6.67,130.19,65.98,99,Steel,9,Soft Soil,0.71,Very Heavy
6.24,146.15,26.58,70,Concrete,2,Rock,0.43,Moderate
8.16,286.18,82.18,10,Concrete,43,Soft Soil,0.791,Severe
6.09,67.35,46.14,40,Brick,21,Hard Soil,0.463,Moderate to Heavy
7.22,264.21,75.39,43,Brick,1,Soft Soil,0.682,Very Heavy
5.49,169.98,107.59,39,Wood,36,Soft Soil,0.715,Very Heavy
5.42,201.48,72.49,2,Steel,46,Rock,0.486,Moderate to Heavy
8.14,220.94,26.28,40,Concrete,43,Rock,0.577,Heavy
8.37,289.44,97.67,76,Concrete,17,Rock,0.691,Very Heavy
6.84,224.04,92.45,97,Wood,6,Rock,0.605,Heavy
7.76,187.17,34.27,93,Concrete,26,Rock,0.59,Heavy
7.6,235.39,37.18,9,Concrete,34,Hard Soil,0.519,Moderate to Heavy
5.84,52.19,44.19,38,Concrete,20,Soft Soil,0.594,Heavy
5.82,261.37,114.58,58,Brick,1,Soft Soil,0.692,Very Heavy
4.11,13.12,81.81,83,Concrete,12,Hard Soil,0.449,Moderate to Heavy
8.38,39.44,8.38,64,Brick,8,Soft Soil,0.663,Heavy
6.43,249.91,75.57,80,Steel,49,Soft Soil,0.775,Very Heavy
5.37,131.74,48.23,10,Concrete,38,Hard Soil,0.435,Moderate
8.04,291.4,42.71,14,Concrete,18,Rock,0.523,Moderate to Heavy
4.29,5.34,35.49,93,Brick,37,Rock,0.441,Moderate
6.15,161.79,56.25,4,Concrete,38,Hard Soil,0.481,Moderate to Heavy
8.18,73.74,49.42,38,Steel,28,Soft Soil,0.735,Very Heavy
8.36,18.27,9.84,71,Brick,21,Soft Soil,0.697,Very Heavy
6.98,236.55,100.21,4,Concrete,2,Hard Soil,0.524,Moderate to Heavy
4.84,23.5,75.37,77,Steel,38,Rock,0.521,Moderate to Heavy
5.46,143.71,15.79,57,Concrete,27,Rock,0.41,Moderate
5,146.81,6.29,83,Steel,3,Soft Soil,0.499,Moderate to Heavy
5.05,55.26,28.17,76,Wood,19,Soft Soil,0.563,Heavy
4.28,219.34,93.64,10,Brick,29,Hard Soil,0.438,Moderate
5.12,119.26,118.35,77,Brick,35,Hard Soil,0.6,Heavy
5.31,134.41,29.67,35,Brick,43,Hard Soil,0.436,Moderate
5.38,30.99,79.13,27,Brick,20,Hard Soil,0.468,Moderate to Heavy
5.69,173.65,68.74,65,Brick,12,Soft Soil,0.638,Heavy
5.66,173.38,68.52,54,Steel,12,Hard Soil,0.475,Moderate to Heavy
8.1,173.29,84.2,22,Wood,42,Rock,0.651,Heavy
4.09,193.03,96.9,86,Brick,10,Soft Soil,0.622,Heavy
5.32,194.29,107.85,38,Wood,36,Rock,0.556,Heavy
7.22,18.23,11.86,75,Concrete,31,Rock,0.518,Moderate to Heavy
4.39,289.8,101.87,24,Wood,29,Soft Soil,0.621,Heavy
4.08,261.94,79.16,19,Brick,7,Soft Soil,0.519,Moderate to Heavy
6.21,248.33,36.75,42,Brick,8,Soft Soil,0.58,Heavy
6.65,208.01,21.25,95,Concrete,6,Hard Soil,0.475,Moderate to Heavy
6.79,87.96,25.03,43,Wood,35,Hard Soil,0.494,Moderate to Heavy
8.27,9.56,80.91,8,Brick,15,Soft Soil,0.736,Very Heavy
5.97,192.65,37.17,94,Steel,4,Hard Soil,0.462,Moderate to Heavy
5.89,115.03,49.23,58,Steel,13,Hard Soil,0.461,Moderate to Heavy
7.76,58.4,35.15,89,Steel,32,Hard Soil,0.6,Heavy
8.08,188.9,51.35,9,Brick,49,Rock,0.597,Heavy
7.81,202.63,91.6,38,Steel,14,Hard Soil,0.609,Heavy
8.28,296.75,24.09,54,Wood,45,Rock,0.598,Heavy
7.88,65.72,88.09,35,Wood,29,Hard Soil,0.634,Heavy
8.09,22.99,45.35,15,Wood,19,Soft Soil,0.683,Very Heavy
6.14,210.1,117.82,67,Steel,19,Rock,0.608,Heavy
4.66,297.76,33.1,58,Brick,31,Rock,0.408,Moderate
4.48,249.18,41.56,7,Wood,22,Rock,0.344,Moderate
7.64,271.98,52.54,22,Concrete,42,Hard Soil,0.576,Heavy
6.7,186.65,22.16,8,Steel,46,Hard Soil,0.472,Moderate to Heavy
5.86,248.86,66.88,31,Brick,28,Hard Soil,0.491,Moderate to Heavy
6.71,128.79,100.97,42,Concrete,22,Soft Soil,0.74,Very Heavy
4.35,45.08,20.23,25,Brick,12,Rock,0.3,Light
6.13,165.56,88.22,22,Concrete,4,Soft Soil,0.634,Heavy
8.13,295.41,21.99,14,Brick,43,Hard Soil,0.543,Moderate to Heavy
4.86,170.48,104.2,47,Brick,32,Rock,0.528,Moderate to Heavy
7.72,155.94,8.05,57,Brick,36,Soft Soil,0.678,Very Heavy
4.59,242.53,15.95,23,Wood,11,Soft Soil,0.451,Moderate to Heavy
8.16,134.91,15.85,75,Steel,48,Hard Soil,0.605,Heavy
5.74,118.77,112.6,2,Concrete,35,Hard Soil,0.547,Moderate to Heavy
5.46,288.85,30.35,32,Steel,39,Hard Soil,0.434,Moderate
5.74,281.81,117.07,84,Steel,33,Rock,0.632,Heavy
7.4,82.6,7.23,40,Concrete,44,Hard Soil,0.51,Moderate to Heavy
4.22,114.43,107.54,41,Concrete,7,Hard Soil,0.445,Moderate to Heavy
4.93,93.01,13.54,99,Brick,18,Soft Soil,0.554,Moderate to Heavy
4.27,272.63,111.91,25,Wood,27,Hard Soil,0.479,Moderate to Heavy
5.65,81.33,94.57,76,Steel,38,Rock,0.592,Heavy
4.52,73.09,45.6,63,Concrete,32,Hard Soil,0.429,Moderate
7.4,19.2,47.4,46,Wood,28,Rock,0.551,Moderate to Heavy
6.38,65.15,51.29,71,Brick,28,Rock,0.531,Moderate to Heavy
8.05,97.59,116.45,56,Concrete,38,Hard Soil,0.729,Very Heavy
6.79,160.44,98.11,70,Wood,21,Rock,0.615,Heavy
4.3,174.58,14.08,11,Wood,40,Soft Soil,0.479,Moderate to Heavy
6.2,73.58,80.28,66,Steel,20,Rock,0.55,Moderate to Heavy
6.56,137.51,88.26,55,Steel,34,Hard Soil,0.598,Heavy
6.71,236.9,75.66,60,Steel,46,Rock,0.614,Heavy
6.05,84.41,55.42,10,Concrete,3,Soft Soil,0.561,Heavy
5.32,6.12,42.87,12,Brick,38,Hard Soil,0.425,Moderate
5.63,129.57,115.48,89,Concrete,43,Hard Soil,0.649,Heavy
5.81,207.78,99.52,92,Brick,32,Rock,0.612,Heavy
7.8,36.83,111.1,97,Brick,32,Soft Soil,0.886,Severe
4.32,85.4,57.31,77,Concrete,31,Rock,0.451,Moderate to Heavy
4.67,190.72,53.98,28,Brick,45,Hard Soil,0.441,Moderate
8.04,257.76,22.99,51,Steel,22,Soft Soil,0.685,Very Heavy
7.75,221.31,119.82,77,Steel,17,Rock,0.698,Very Heavy
4.83,27.77,53.81,81,Steel,31,Hard Soil,0.474,Moderate to Heavy
6.99,123.33,112.01,85,Brick,36,Rock,0.693,Very Heavy
7.08,21.58,46.76,76,Steel,7,Rock,0.522,Moderate to Heavy
4.11,38.21,84.36,85,Concrete,6,Hard Soil,0.443,Moderate
5.01,108.33,66.43,60,Steel,15,Hard Soil,0.451,Moderate to Heavy
6.94,56.69,85,99,Wood,4,Hard Soil,0.596,Heavy
8.33,58.88,96.42,92,Concrete,16,Rock,0.701,Very Heavy
8.23,263.88,89.57,9,Wood,23,Rock,0.616,Heavy
8.36,36.26,60.95,71,Brick,4,Hard Soil,0.599,Heavy
5.96,203.35,61.58,58,Brick,16,Soft Soil,0.641,Heavy
6.1,112.85,84.54,58,Steel,16,Soft Soil,0.686,Very Heavy
6.57,169.81,77.11,57,Steel,10,Hard Soil,0.534,Moderate to Heavy
4.48,208.06,68.34,2,Steel,37,Soft Soil,0.564,Heavy
5.39,85.66,44.57,25,Brick,18,Soft Soil,0.555,Moderate to Heavy
4.93,54.61,36.81,1,Brick,3,Soft Soil,0.465,Moderate to Heavy
6.09,293.08,54.69,64,Wood,1,Hard Soil,0.462,Moderate to Heavy
6.74,208.97,109.05,63,Brick,35,Rock,0.652,Heavy
4.21,30.54,42.32,65,Brick,27,Soft Soil,0.55,Moderate to Heavy
6.8,90.52,9.41,4,Wood,37,Hard Soil,0.434,Moderate
4.68,230.64,74.01,4,Brick,6,Soft Soil,0.523,Moderate to Heavy
8.45,96.19,55.12,7,Concrete,21,Hard Soil,0.563,Heavy
5.87,79.09,72.25,79,Wood,46,Rock,0.585,Heavy
6.8,245.95,46.17,1,Brick,25,Rock,0.468,Moderate to Heavy
7.85,26.58,104.06,39,Brick,5,Rock,0.615,Heavy
5.32,107.76,27.26,59,Wood,46,Soft Soil,0.612,Heavy
6.76,201.24,49.36,32,Wood,24,Rock,0.5,Moderate to Heavy
7.55,11.23,68.18,14,Wood,39,Rock,0.583,Heavy
6.79,206.63,61.16,32,Steel,43,Hard Soil,0.559,Heavy
4.58,14.21,51.03,54,Wood,31,Soft Soil,0.58,Heavy
6.76,236.47,116.83,41,Concrete,15,Rock,0.604,Heavy
5.89,117.45,67.08,11,Wood,29,Rock,0.475,Moderate to Heavy
7.74,199.27,89.08,95,Brick,36,Rock,0.702,Very Heavy
4.02,169.63,16.93,95,Brick,34,Hard Soil,0.392,Moderate
7.18,142.11,97.67,21,Wood,46,Rock,0.635,Heavy
4.69,119.5,89.42,23,Wood,14,Rock,0.435,Moderate
5.27,231.82,78.72,98,Concrete,32,Soft Soil,0.707,Very Heavy
5.04,195.61,97.2,77,Steel,49,Rock,0.589,Heavy
4.45,291.96,69.38,26,Wood,26,Soft Soil,0.566,Heavy
5.08,160.63,8.5,49,Wood,44,Soft Soil,0.555,Moderate to Heavy
6.76,76.12,13.7,16,Brick,38,Hard Soil,0.453,Moderate to Heavy
7.03,11.49,97.79,68,Wood,32,Hard Soil,0.646,Heavy
6.85,11.84,21.24,24,Concrete,34,Rock,0.47,Moderate to Heavy
5.9,153.21,53.02,13,Steel,32,Soft Soil,0.61,Heavy
4.39,209.49,95.97,47,Concrete,5,Soft Soil,0.586,Heavy
5.24,57.5,98.17,8,Concrete,30,Hard Soil,0.494,Moderate to Heavy
7.28,69.65,57.4,4,Brick,36,Hard Soil,0.536,Moderate to Heavy
4.11,118.96,88.38,62,Steel,2,Soft Soil,0.569,Heavy
6.33,103.66,62.44,66,Concrete,45,Rock,0.577,Heavy
7.83,293.81,82.97,95,Wood,5,Rock,0.635,Heavy
8.38,178.08,95.69,3,Wood,19,Rock,0.619,Heavy
7.59,45.68,55.84,51,Concrete,42,Soft Soil,0.758,Very Heavy
7.28,143.68,21.98,55,Concrete,26,Soft Soil,0.658,Heavy
4.24,24.63,88.31,45,Brick,27,Rock,0.458,Moderate to Heavy
5.48,209.14,81.08,2,Concrete,9,Rock,0.429,Moderate
8.27,292.87,39.4,56,Concrete,39,Hard Soil,0.613,Heavy
8.19,219.34,99.41,53,Concrete,47,Hard Soil,0.722,Very Heavy
5.32,6.47,11.93,5,Concrete,13,Hard Soil,0.317,Light
5.58,39.4,97.28,91,Concrete,8,Hard Soil,0.548,Moderate to Heavy
7.24,73.58,76.12,56,Brick,36,Rock,0.617,Heavy
5.68,49.4,107.63,20,Brick,38,Soft Soil,0.709,Very Heavy
8.18,283.37,107.84,97,Brick,37,Rock,0.76,Very Heavy
6.49,99.24,57.48,95,Brick,15,Rock,0.545,Moderate to Heavy
5.09,122.91,101.33,47,Wood,14,Hard Soil,0.498,Moderate to Heavy
7.34,77.99,72.23,43,Steel,38,Hard Soil,0.606,Heavy
6.8,210.49,96.61,80,Wood,13,Soft Soil,0.757,Very Heavy
5.29,205.45,11.42,89,Brick,45,Soft Soil,0.613,Heavy
4.67,182.61,89.49,46,Steel,10,Rock,0.449,Moderate to Heavy
8.3,217.44,87.83,44,Concrete,10,Soft Soil,0.775,Very Heavy
4.24,49.84,46.74,75,Steel,34,Soft Soil,0.583,Heavy
7.26,221.64,55.6,28,Wood,2,Rock,0.488,Moderate to Heavy
6.69,97.39,24.68,53,Brick,17,Rock,0.463,Moderate to Heavy
6.93,48.03,84.06,79,Concrete,4,Soft Soil,0.724,Very Heavy
4.92,239.7,24.99,66,Steel,14,Hard Soil,0.382,Moderate
7.67,190.37,101.44,76,Steel,15,Hard Soil,0.659,Heavy
4.97,42.26,80.5,70,Concrete,44,Hard Soil,0.541,Moderate to Heavy
5.91,191.5,33.4,29,Wood,44,Soft Soil,0.618,Heavy
7.15,174.47,24.74,42,Steel,35,Soft Soil,0.661,Heavy
4.53,134.74,64.95,46,Concrete,45,Hard Soil,0.471,Moderate to Heavy
5.41,164.48,75.05,82,Brick,8,Rock,0.494,Moderate to Heavy
4.79,65.4,49.08,77,Concrete,22,Rock,0.442,Moderate
6.87,159.58,105.51,31,Steel,20,Hard Soil,0.59,Heavy
5.62,197.7,17.72,7,Concrete,22,Soft Soil,0.512,Moderate to Heavy
6.97,239.78,100.33,77,Brick,10,Soft Soil,0.763,Very Heavy
5.58,293.91,5.23,63,Concrete,20,Hard Soil,0.391,Moderate
8.03,30.95,55.17,60,Wood,35,Soft Soil,0.773,Very Heavy
8.05,33.35,73.31,55,Brick,12,Hard Soil,0.604,Heavy
7.98,240.07,18.78,61,Steel,36,Hard Soil,0.563,Heavy
6.34,253.72,43.39,40,Steel,12,Hard Soil,0.453,Moderate to Heavy
4.92,152.09,109.7,77,Concrete,28,Rock,0.562,Heavy
6.13,100.23,106.9,9,Brick,15,Rock,0.524,Moderate to Heavy
8,291.85,116.61,69,Concrete,22,Hard Soil,0.707,Very Heavy
7.92,130.59,80.58,61,Steel,21,Hard Soil,0.633,Heavy
7.93,180.67,103.97,28,Wood,22,Hard Soil,0.642,Heavy
4.95,74.73,56.13,46,Brick,30,Hard Soil,0.447,Moderate to Heavy
5.66,55.78,95.11,58,Concrete,37,Soft Soil,0.724,Very Heavy
4.48,61.18,71.94,50,Brick,16,Soft Soil,0.576,Heavy
7.35,287.69,53.98,71,Brick,1,Rock,0.53,Moderate to Heavy
6.75,17.21,102.66,92,Wood,45,Rock,0.691,Very Heavy
8,70.21,119.11,28,Concrete,4,Rock,0.635,Heavy
6.92,270.79,29.08,44,Brick,23,Rock,0.484,Moderate to Heavy
6.83,13.99,102.41,42,Steel,9,Soft Soil,0.722,Very Heavy
6.68,298.18,68.76,76,Steel,41,Rock,0.607,Heavy
4.2,113.63,103.25,85,Steel,6,Soft Soil,0.629,Heavy
4.59,221,71.52,69,Steel,27,Hard Soil,0.472,Moderate to Heavy
7.46,205.67,66.64,88,Wood,24,Soft Soil,0.77,Very Heavy
7.95,14.34,15.53,65,Wood,46,Hard Soil,0.58,Heavy
5.06,64.86,105.03,76,Steel,28,Soft Soil,0.71,Very Heavy
7.85,228.09,49.63,42,Wood,41,Soft Soil,0.749,Very Heavy
6.66,259.63,51.83,76,Brick,24,Soft Soil,0.693,Very Heavy
7.61,249.91,116.41,74,Brick,37,Rock,0.723,Very Heavy
6.09,91.66,88.96,20,Wood,9,Hard Soil,0.491,Moderate to Heavy
4.77,247.06,106.04,13,Brick,49,Rock,0.526,Moderate to Heavy
4.59,181.44,107.03,26,Concrete,6,Rock,0.446,Moderate to Heavy
8.28,180.58,70.3,92,Steel,47,Soft Soil,0.867,Severe
4.99,156.07,56.37,90,Steel,43,Hard Soil,0.519,Moderate to Heavy
7.38,161.19,15.73,48,Steel,27,Soft Soil,0.647,Heavy
6.09,269.1,88.44,95,Concrete,8,Rock,0.563,Heavy
6.05,42.51,61.17,23,Steel,41,Hard Soil,0.509,Moderate to Heavy
4.33,286.73,39.68,43,Brick,11,Rock,0.348,Moderate
7.28,52.67,16.1,98,Concrete,16,Hard Soil,0.521,Moderate to Heavy
4.12,193.34,88.13,26,Wood,13,Soft Soil,0.555,Moderate to Heavy
7.11,95.65,84.8,60,Brick,39,Rock,0.635,Heavy
7.26,217.84,78.1,61,Steel,41,Soft Soil,0.786,Severe
7.42,53.04,8.65,2,Brick,46,Soft Soil,0.629,Heavy
8.11,157.64,40.34,93,Wood,5,Hard Soil,0.576,Heavy
4.29,102.88,114.09,75,Brick,45,Rock,0.57,Heavy
5.13,107.62,68.46,12,Steel,24,Rock,0.431,Moderate
5.32,245.05,17.11,85,Concrete,24,Rock,0.428,Moderate
7.8,211.35,45.51,36,Steel,14,Soft Soil,0.68,Very Heavy
7.27,296.91,105.19,55,Wood,45,Rock,0.684,Very Heavy
7.66,289.59,97.81,90,Brick,18,Soft Soil,0.822,Severe
7.7,295.06,71.92,18,Wood,14,Hard Soil,0.551,Moderate to Heavy
6.69,192.74,19.96,45,Wood,30,Hard Soil,0.473,Moderate to Heavy
8.27,181.46,74.94,45,Concrete,32,Soft Soil,0.797,Severe
7.33,188.31,41.6,13,Brick,8,Soft Soil,0.615,Heavy
5.42,122.03,72.5,48,Brick,43,Rock,0.526,Moderate to Heavy
5.36,9.53,114.65,60,Brick,13,Soft Soil,0.695,Very Heavy
4.83,52.35,16.76,90,Concrete,2,Rock,0.363,Moderate
6.11,70.98,18.34,50,Brick,32,Hard Soil,0.45,Moderate to Heavy
7.75,111.19,54.39,30,Steel,44,Hard Soil,0.596,Heavy
4.12,289.9,108.08,53,Brick,32,Rock,0.503,Moderate to Heavy
7.22,220.36,116.06,1,Steel,33,Soft Soil,0.771,Very Heavy
7.37,177.79,38.17,41,Concrete,44,Hard Soil,0.561,Heavy
6.47,203.25,108.44,63,Concrete,31,Rock,0.629,Heavy
7.62,166.72,117.32,44,Steel,3,Hard Soil,0.627,Heavy
5.14,214.57,5.27,4,Concrete,18,Rock,0.306,Light
8.15,296.75,37.58,49,Brick,44,Soft Soil,0.757,Very Heavy
5.41,132.07,92.51,77,Steel,27,Hard Soil,0.556,Heavy
7.06,91.76,50.31,74,Steel,35,Soft Soil,0.731,Very Heavy
6.07,208.6,78.31,78,Wood,8,Hard Soil,0.528,Moderate to Heavy
5.15,89.56,90.26,43,Brick,44,Rock,0.539,Moderate to Heavy
6.88,194.41,56.08,34,Steel,36,Hard Soil,0.543,Moderate to Heavy
4.51,99.69,95.65,30,Wood,37,Rock,0.489,Moderate to Heavy
4.47,125.26,38.8,49,Wood,43,Rock,0.423,Moderate
8.31,20.9,66.14,28,Wood,31,Hard Soil,0.616,Heavy
7.17,74.29,59,44,Wood,13,Hard Soil,0.527,Moderate to Heavy
6.25,127.09,88.53,47,Brick,15,Soft Soil,0.687,Very Heavy
7.11,235.14,29.54,72,Brick,46,Rock,0.569,Heavy
7.37,33.31,63.03,73,Concrete,42,Rock,0.631,Heavy
6.69,14.24,32,17,Brick,15,Hard Soil,0.435,Moderate
7.19,216.47,100.04,64,Concrete,14,Rock,0.618,Heavy
4.2,258.83,102.41,57,Concrete,3,Soft Soil,0.594,Heavy
6.77,34.92,58.48,54,Concrete,25,Hard Soil,0.54,Moderate to Heavy
7.95,75.11,95.19,64,Concrete,46,Rock,0.712,Very Heavy
5.31,279.35,38.66,56,Concrete,17,Hard Soil,0.42,Moderate
5.71,82.55,50.66,87,Steel,20,Hard Soil,0.497,Moderate to Heavy
4.08,216.03,55.31,31,Concrete,30,Soft Soil,0.537,Moderate to Heavy
5.08,232.39,15.76,85,Wood,38,Hard Soil,0.441,Moderate
5.2,240.75,87.15,32,Concrete,25,Rock,0.487,Moderate to Heavy
